room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price
19407102,136050445,Entire home/apt,SOUTH,SOUTHWOOD,3,4.5,7,3,68
19608499,46912721,Private room,CENTRE,SOUTH CALGARY,8,5,2,1,61
4914443,9145903,Entire home/apt,SOUTH,CANYON MEADOWS,15,5,4,2,65
18200913,2504982,Entire home/apt,CENTRE,CRESCENT HEIGHTS,5,4.5,2,1,40
2582737,1293839,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,36,5,4,1,65
13504671,18760796,Private room,EAST,ERIN WOODS,17,4.5,5,1,57
19212019,40426803,Entire home/apt,CENTRE,BELTLINE,3,5,2,1,130
8651788,10621846,Entire home/apt,CENTRE,BELTLINE,7,4,2,1,155
16320547,84529038,Entire home/apt,CENTRE,MISSION,12,5,2,1,61
17456678,116123733,Entire home/apt,NORTHWEST,TUSCANY,3,5,8,4,255
15857688,102766316,Private room,SOUTH,BRIDLEWOOD,4,5,2,1,36
863767,4529830,Private room,NORTHWEST,SILVER SPRINGS,79,5,2,1,42
16941243,58116659,Private room,SOUTH,WOODBINE,5,5,2,1,33
1259928,6856130,Shared room,EAST,FOREST LAWN,74,4.5,1,1,21
1323645,7099331,Private room,EAST,ALBERT PARK/RADISSON HEIGHTS,17,5,2,1,38
15095732,4345521,Private room,CENTRE,RAMSAY,12,5,1,1,32
12781451,6817425,Entire home/apt,WEST,NORTH GLENMORE PARK,12,5,2,1,48
19058071,74373526,Entire home/apt,WEST,ROSSCARROCK,9,4.5,2,1,80
1709665,9020454,Private room,CENTRE,POINT MCKAY,26,5,2,1,47
18565786,71676441,Entire home/apt,CENTRE,UPPER MOUNT ROYAL,10,4.5,6,1,53
12629871,37029649,Entire home/apt,CENTRE,SOUTH CALGARY,3,4.5,4,2,61
9098346,13313897,Entire home/apt,CENTRE,BELTLINE,77,5,4,1,73
10551962,38602460,Shared room,NORTHEAST,CITYSCAPE,18,5,2,1,12
15533193,73844022,Entire home/apt,CENTRE,DOWNTOWN EAST VILLAGE,20,4.5,2,1,69
14553677,66745665,Entire home/apt,CENTRE,DOWNTOWN EAST VILLAGE,62,5,4,1,81
16548764,104306319,Private room,SOUTHEAST,OGDEN,10,5,3,1,19
2399618,12261432,Entire home/apt,CENTRE,BELTLINE,163,5,4,1,77
9350409,48527849,Private room,CENTRE,BELTLINE,12,5,1,1,33
18997515,127888222,Entire home/apt,CENTRE,DOWNTOWN EAST VILLAGE,6,5,4,1,67
18755621,114516867,Private room,CENTRE,BRITANNIA,4,4.5,1,1,21
11400726,11475975,Private room,SOUTH,FAIRVIEW,72,5,3,1,33
17316560,116256936,Private room,NORTHEAST,REDSTONE,20,5,4,1,21
19610050,125766172,Entire home/apt,CENTRE,CRESCENT HEIGHTS,3,5,4,1,52
18240776,116928552,Entire home/apt,CENTRE,MISSION,5,5,2,1,73
2483750,9931937,Entire home/apt,CENTRE,BELTLINE,9,4.5,4,1,69
8091316,40742160,Entire home/apt,CENTRE,CLIFF BUNGALOW,5,5,4,2,62
18757247,130496387,Private room,SOUTHEAST,OGDEN,3,4.5,2,1,20
6974705,2502067,Entire home/apt,CENTRE,LOWER MOUNT ROYAL,5,5,4,2,182
6984385,36619702,Entire home/apt,CENTRE,HOUNSFIELD HEIGHTS/BRIAR HILL,5,5,6,3,98
18203229,24982984,Entire home/apt,NORTH,PANORAMA HILLS,3,5,6,2,33
18097471,73686595,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,34,5,5,1,80
17207367,89613750,Private room,NORTH,THORNCLIFFE,7,4,2,1,29
5512194,28591647,Private room,CENTRE,ST. ANDREWS HEIGHTS,7,4.5,3,1,163
5570061,28413707,Entire home/apt,SOUTH,OAKRIDGE,4,5,4,2,90
19222071,69120612,Entire home/apt,CENTRE,BELTLINE,15,5,8,2,122
19391587,65263666,Entire home/apt,NORTHWEST,TUSCANY,5,5,5,1,40
10838333,56130454,Entire home/apt,SOUTH,SOUTHWOOD,54,5,4,1,42
9316136,43219513,Private room,SOUTH,ACADIA,26,4.5,2,1,26
13086287,72626603,Private room,NORTHWEST,BOWNESS,9,5,2,1,36
5231454,292665,Entire home/apt,CENTRE,POINT MCKAY,34,5,4,2,105
15328822,23897512,Entire home/apt,CENTRE,BELTLINE,3,5,2,1,61
19273365,57019504,Private room,CENTRE,HILLHURST,5,5,2,1,57
14785033,28514769,Entire home/apt,SOUTHEAST,NEW BRIGHTON,10,4.5,6,2,122
15301003,97430738,Entire home/apt,CENTRE,DOWNTOWN COMMERCIAL CORE,6,4.5,4,2,121
8862693,46115075,Entire home/apt,NORTHWEST,BOWNESS,6,4.5,2,1,33
3962462,20489064,Private room,NORTH,EVANSTON,27,4.5,2,1,21
6716407,12778935,Private room,NORTHWEST,ARBOUR LAKE,4,5,2,1,33
6516071,34072837,Private room,CENTRE,INGLEWOOD,8,5,2,1,29
13550492,78019841,Private room,NORTHWEST,ROYAL VISTA,67,4.5,2,1,44
13466269,25763022,Entire home/apt,CENTRE,HIGHLAND PARK,4,5,4,2,101
17432866,31879562,Entire home/apt,CENTRE,KILLARNEY/GLENGARRY,11,5,4,2,105
15296392,60545871,Entire home/apt,SOUTH,CANYON MEADOWS,21,5,2,1,69
14312942,84767631,Entire home/apt,CENTRE,CLIFF BUNGALOW,64,5,4,1,61
18917698,109915072,Entire home/apt,CENTRE,MOUNT PLEASANT,9,5,4,1,56
19611765,111358227,Private room,WEST,WESTGATE,16,5,2,1,36
3834540,7612504,Entire home/apt,CENTRE,HILLHURST,8,5,6,3,202
6601151,28413707,Entire home/apt,CENTRE,EAU CLAIRE,4,5,2,1,77
16611006,89613750,Entire home/apt,NORTH,HUNTINGTON HILLS,7,4,7,4,71
10503276,48375377,Entire home/apt,CENTRE,BELTLINE,42,5,3,2,89
2636290,13499190,Entire home/apt,CENTRE,BELTLINE,25,5,2,1,134
15775465,95043883,Private room,NORTH,HARVEST HILLS,98,5,2,1,33
16841506,112121338,Private room,SOUTH,ACADIA,5,4.5,4,1,36
13079090,69221085,Entire home/apt,SOUTH,BRIDLEWOOD,50,4.5,5,2,29
2496499,12778935,Private room,NORTHWEST,ARBOUR LAKE,34,5,1,1,20
15315932,37279405,Private room,NORTHWEST,BOWNESS,4,4,1,1,10
15715502,101508242,Entire home/apt,NORTH,SHERWOOD,34,5,3,1,52
13639180,42847173,Private room,NORTHEAST,MARLBOROUGH PARK,4,4.5,2,1,14
15585530,1482041,Entire home/apt,CENTRE,BELTLINE,58,5,3,1,73
5884902,20673598,Entire home/apt,NORTH,HUNTINGTON HILLS,49,4.5,8,4,71
18378088,102153349,Entire home/apt,NORTHEAST,REDSTONE,10,5,6,3,89
13845249,81334100,Private room,CENTRE,SUNALTA,21,5,2,1,48
594949,2939814,Private room,CENTRE,HILLHURST,37,5,2,1,47
3462818,17447838,Private room,CENTRE,RAMSAY,47,4.5,4,1,39
6670497,33844010,Private room,CENTRE,SUNALTA,9,4.5,2,1,45
14035376,50053818,Entire home/apt,CENTRE,BANKVIEW,23,5,6,2,109
18461904,126481751,Entire home/apt,NORTHWEST,ROYAL OAK,3,4.5,5,2,62
16346414,68073273,Entire home/apt,EAST,DOVER,12,4,4,0,33
19677807,51965375,Entire home/apt,SOUTHEAST,AUBURN BAY,4,5,3,1,59
5288424,27384581,Entire home/apt,CENTRE,BELTLINE,38,5,5,2,162
4418679,21301776,Private room,NORTHWEST,UNIVERSITY OF CALGARY,8,4.5,2,1,53
18124912,99568430,Private room,NORTH,HIDDEN VALLEY,14,5,2,1,21
19113904,3867389,Entire home/apt,CENTRE,MOUNT PLEASANT,8,5,4,1,50
5673176,15622465,Private room,CENTRE,TUXEDO PARK,17,5,2,1,53
3979416,18943282,Entire home/apt,CENTRE,RICHMOND,4,4.5,4,2,72
13878999,12668950,Entire home/apt,CENTRE,BANKVIEW,46,4.5,3,0,40
17647350,99250242,Entire home/apt,NORTH,HUNTINGTON HILLS,4,4.5,4,3,73
6870681,36006462,Private room,CENTRE,SUNALTA,34,5,4,2,81
11374477,59622592,Entire home/apt,CENTRE,BELTLINE,9,4.5,4,2,80
12853627,70230691,Entire home/apt,CENTRE,SHAGANAPPI,89,5,8,2,98
18564420,30044466,Private room,NORTHWEST,TUSCANY,12,4.5,2,1,28
12998305,39051558,Entire home/apt,CENTRE,BELTLINE,3,3,2,1,81
11095739,22722712,Private room,NORTHEAST,MARLBOROUGH PARK,85,5,2,1,21
13047137,12185511,Private room,NORTHWEST,MONTGOMERY,12,5,2,1,40
15589752,69854865,Private room,NORTHWEST,SILVER SPRINGS,15,4.5,1,1,25
26494,112317,Private room,SOUTH,KINGSLAND,11,5,10,4,129
1821067,9534122,Entire home/apt,SOUTHEAST,DOUGLASDALE/GLEN,6,5,8,4,109
13186349,21181898,Private room,WEST,LAKEVIEW,8,4.5,2,1,24
14951826,94106883,Private room,NORTHEAST,SADDLE RIDGE,3,5,2,1,40
15310102,81891603,Private room,CENTRE,WEST HILLHURST,14,5,2,1,44
6657013,31480323,Entire home/apt,CENTRE,MISSION,3,4.5,2,1,80
13124555,61023357,Entire home/apt,CENTRE,BANKVIEW,3,5,5,3,146
18293297,126511135,Private room,SOUTH,CANYON MEADOWS,4,5,2,1,39
13824816,44940468,Entire home/apt,NORTH,THORNCLIFFE,31,4.5,4,2,56
7024450,8071432,Private room,CENTRE,BELTLINE,3,4.5,2,1,73
14826716,3208968,Private room,CENTRE,BRIDGELAND/RIVERSIDE,24,5,5,1,53
18912954,131809533,Entire home/apt,CENTRE,BELTLINE,9,5,4,2,101
19663819,11696943,Entire home/apt,SOUTHEAST,AUBURN BAY,3,4.5,2,2,94
13802520,47722338,Private room,SOUTH,BRAESIDE,6,5,2,1,44
6821964,25100877,Private room,CENTRE,CRESCENT HEIGHTS,55,5,2,1,44
13437064,76669974,Entire home/apt,SOUTH,SILVERADO,12,4.5,8,3,90
17776330,1407573,Entire home/apt,CENTRE,SUNALTA,7,5,4,2,65
12401546,9727797,Entire home/apt,CENTRE,DOWNTOWN WEST END,12,5,5,2,61
4564898,23662483,Entire home/apt,CENTRE,SHAGANAPPI,44,5,2,1,36
17408576,98776822,Entire home/apt,CENTRE,BELTLINE,3,5,4,2,203
9789892,50457829,Entire home/apt,SOUTHEAST,RIVERBEND,31,4.5,8,2,29
19363833,99250242,Entire home/apt,NORTH,BEDDINGTON HEIGHTS,3,5,6,4,113
16798821,111678075,Private room,NORTHWEST,RANCHLANDS,13,4.5,1,1,21
3595340,18067242,Entire home/apt,CENTRE,TUXEDO PARK,41,5,2,1,64
17482514,89143408,Private room,CENTRE,BANFF TRAIL,3,4.5,2,1,55
9460456,10621846,Entire home/apt,CENTRE,BELTLINE,6,4.5,2,1,61
13025742,71944850,Entire home/apt,CENTRE,PARKDALE,3,5,8,4,324
19161462,133987805,Private room,SOUTH,BRIDLEWOOD,8,4.5,4,2,43
583297,2874206,Private room,WEST,SIGNAL HILL,7,4.5,2,1,29
10232394,38508369,Private room,CENTRE,ERLTON,10,5,2,1,98
15778384,99493779,Private room,SOUTH,HAYSBORO,3,4.5,2,1,26
19407973,964628,Private room,WEST,WEST SPRINGS,15,5,2,1,33
11042898,342133,Entire home/apt,CENTRE,MISSION,4,5,3,1,77
13220865,45311566,Entire home/apt,CENTRE,SCARBORO,14,5,6,2,109
15597863,12365039,Entire home/apt,CENTRE,HILLHURST,6,4,2,0,105
17029638,106443431,Entire home/apt,NORTHEAST,FALCONRIDGE,24,5,2,1,41
14835575,65955232,Entire home/apt,NORTH,COVENTRY HILLS,29,4.5,8,4,203
13605344,24641496,Private room,CENTRE,POINT MCKAY,12,5,1,1,34
15867659,34904309,Private room,CENTRE,HIGHLAND PARK,6,4.5,3,5,25
7726694,28058969,Private room,NORTHWEST,TUSCANY,9,5,2,1,25
8171843,43127583,Entire home/apt,CENTRE,BANKVIEW,24,5,4,2,73
9186039,12365039,Entire home/apt,CENTRE,CHINATOWN,5,4,4,1,113
17386645,73583248,Private room,NORTHWEST,VARSITY,30,5,2,1,22
17908559,78889969,Entire home/apt,SOUTH,BRIDLEWOOD,19,4.5,6,2,49
13116094,72946456,Entire home/apt,CENTRE,DOWNTOWN EAST VILLAGE,5,4,4,2,81
16347404,61023357,Entire home/apt,CENTRE,BANKVIEW,12,5,2,1,53
4000702,7861106,Entire home/apt,NORTHWEST,MONTGOMERY,23,5,6,2,182
2078861,10621846,Entire home/apt,CENTRE,BELTLINE,39,4.5,2,1,65
10337130,22223250,Entire home/apt,NORTHWEST,BRENTWOOD,7,5,3,1,112
5796518,12652221,Entire home/apt,CENTRE,CHINATOWN,146,5,3,2,73
15679140,43548063,Private room,CENTRE,ST. ANDREWS HEIGHTS,6,5,1,1,37
7916378,41485710,Private room,NORTHWEST,EDGEMONT,13,5,2,1,36
2266377,11572892,Entire home/apt,SOUTHEAST,AUBURN BAY,65,5,4,2,71
14980041,88225397,Private room,CENTRE,TUXEDO PARK,31,5,2,1,36
6269908,872764,Entire home/apt,CENTRE,SUNNYSIDE,3,4.5,4,1,113
16065376,39432394,Private room,SOUTH,CEDARBRAE,3,5,3,1,69
7619611,39963920,Entire home/apt,NORTHWEST,EDGEMONT,48,4.5,7,2,52
9926376,655476,Private room,CENTRE,BELTLINE,10,5,2,1,61
